
Shortest path length: 4175, revisited: 0, fires: 591
step, y, x, action (0:left, 1:up, 2:right, 3:down, 4:stay)
1, 1, 1, 3
2, 2, 1, 3
3, 3, 1, 3
4, 3, 1, 3
5, 3, 1, 3
6, 4, 1, 3
7, 4, 1, 3
8, 5, 1, 2
9, 5, 1, 2
10, 5, 2, 2
11, 5, 3, 2
12, 5, 3, 2
13, 5, 4, 2
14, 5, 5, 1
15, 4, 5, 1
16, 3, 5, 2
17, 3, 6, 2
18, 3, 7, 2
19, 3, 8, 2
20, 3, 9, 2
21, 3, 10, 2
22, 3, 11, 1
23, 3, 11, 1
24, 3, 11, 1
25, 3, 11, 1
26, 3, 11, 1
27, 3, 11, 1
28, 3, 11, 1
29, 2, 11, 1
30, 1, 11, 2
31, 1, 12, 2
32, 1, 13, 3
33, 2, 13, 3
34, 3, 13, 3
35, 4, 13, 3
36, 4, 13, 3
37, 4, 13, 3
38, 4, 13, 3
39, 5, 13, 2
40, 5, 14, 2
41, 5, 15, 2
42, 5, 16, 2
43, 5, 17, 2
44, 5, 18, 2
45, 5, 19, 1
46, 5, 19, 1
47, 4, 19, 1
48, 3, 19, 2
49, 3, 20, 2
50, 3, 21, 2
51, 3, 22, 2
52, 3, 23, 3
53, 4, 23, 3
54, 5, 23, 0
55, 5, 22, 0
56, 5, 21, 3
57, 6, 21, 3
58, 7, 21, 0
59, 7, 20, 0
60, 7, 19, 3
61, 8, 19, 3
62, 9, 19, 0
63, 9, 18, 0
64, 9, 17, 3
65, 9, 17, 3
66, 10, 17, 3
67, 11, 17, 2
68, 11, 18, 2
69, 11, 19, 2
70, 11, 20, 2
71, 11, 21, 1
72, 10, 21, 1
73, 9, 21, 2
74, 9, 22, 2
75, 9, 23, 2
76, 9, 24, 2
77, 9, 24, 2
78, 9, 24, 2
79, 9, 25, 1
80, 8, 25, 1
81, 7, 25, 1
82, 6, 25, 1
83, 5, 25, 2
84, 5, 26, 2
85, 5, 27, 2
86, 5, 28, 2
87, 5, 29, 2
88, 5, 30, 2
89, 5, 30, 2
90, 5, 31, 2
91, 5, 32, 2
92, 5, 33, 2
93, 5, 34, 2
94, 5, 35, 3
95, 6, 35, 3
96, 7, 35, 0
97, 7, 34, 0
98, 7, 33, 3
99, 8, 33, 3
100, 9, 33, 0
101, 9, 32, 0
102, 9, 32, 0
103, 9, 32, 0
104, 9, 32, 0
105, 9, 32, 0
106, 9, 31, 0
107, 9, 30, 0
108, 9, 29, 1
109, 8, 29, 1
110, 7, 29, 0
111, 7, 28, 0
112, 7, 27, 3
113, 8, 27, 3
114, 9, 27, 3
115, 10, 27, 3
116, 11, 27, 3
117, 12, 27, 3
118, 13, 27, 2
119, 13, 27, 2
120, 13, 28, 2
121, 13, 29, 3
122, 14, 29, 3
123, 15, 29, 0
124, 15, 28, 0
125, 15, 27, 0
126, 15, 26, 0
127, 15, 25, 0
128, 15, 24, 0
129, 15, 24, 0
130, 15, 24, 0
131, 15, 23, 1
132, 14, 23, 1
133, 13, 23, 0
134, 13, 22, 0
135, 13, 21, 3
136, 14, 21, 3
137, 15, 21, 0
138, 15, 20, 0
139, 15, 19, 3
140, 16, 19, 3
141, 17, 19, 0
142, 17, 18, 0
143, 17, 17, 0
144, 17, 16, 0
145, 17, 15, 0
146, 17, 14, 0
147, 17, 13, 0
148, 17, 13, 0
149, 17, 12, 0
150, 17, 12, 0
151, 17, 11, 1
152, 16, 11, 1
153, 15, 11, 1
154, 14, 11, 1
155, 13, 11, 0
156, 13, 10, 0
157, 13, 9, 3
158, 14, 9, 3
159, 15, 9, 0
160, 15, 8, 0
161, 15, 7, 3
162, 15, 7, 3
163, 16, 7, 3
164, 17, 7, 3
165, 18, 7, 3
166, 19, 7, 2
167, 19, 8, 2
168, 19, 9, 3
169, 20, 9, 3
170, 21, 9, 0
171, 21, 8, 0
172, 21, 7, 0
173, 21, 6, 0
174, 21, 5, 1
175, 21, 5, 1
176, 21, 5, 1
177, 20, 5, 1
178, 19, 5, 0
179, 19, 4, 0
180, 19, 3, 1
181, 18, 3, 1
182, 17, 3, 1
183, 16, 3, 1
184, 15, 3, 0
185, 15, 2, 0
186, 15, 1, 3
187, 16, 1, 3
188, 17, 1, 3
189, 18, 1, 3
190, 19, 1, 3
191, 20, 1, 3
192, 21, 1, 2
193, 21, 2, 2
194, 21, 3, 3
195, 22, 3, 3
196, 22, 3, 3
197, 23, 3, 3
198, 24, 3, 3
199, 25, 3, 0
200, 25, 2, 0
201, 25, 1, 3
202, 26, 1, 3
203, 26, 1, 3
204, 26, 1, 3
205, 27, 1, 2
206, 27, 2, 2
207, 27, 3, 2
208, 27, 4, 2
209, 27, 5, 2
210, 27, 6, 2
211, 27, 7, 2
212, 27, 8, 2
213, 27, 9, 2
214, 27, 10, 2
215, 27, 11, 2
216, 27, 12, 2
217, 27, 13, 1
218, 26, 13, 1
219, 25, 13, 1
220, 24, 13, 1
221, 23, 13, 0
222, 23, 12, 0
223, 23, 11, 1
224, 23, 11, 1
225, 22, 11, 1
226, 21, 11, 2
227, 21, 12, 2
228, 21, 13, 2
229, 21, 14, 2
230, 21, 14, 2
231, 21, 14, 2
232, 21, 15, 1
233, 20, 15, 1
234, 19, 15, 2
235, 19, 16, 2
236, 19, 17, 2
237, 19, 18, 2
238, 19, 19, 2
239, 19, 20, 2
240, 19, 21, 2
241, 19, 22, 2
242, 19, 23, 1
243, 18, 23, 1
244, 17, 23, 2
245, 17, 24, 2
246, 17, 25, 3
247, 18, 25, 3
248, 19, 25, 3
249, 20, 25, 3
250, 21, 25, 2
251, 21, 26, 2
252, 21, 27, 1
253, 21, 27, 1
254, 20, 27, 1
255, 20, 27, 1
256, 20, 27, 1
257, 19, 27, 1
258, 18, 27, 1
259, 17, 27, 2
260, 17, 28, 2
261, 17, 29, 2
262, 17, 30, 2
263, 17, 31, 1
264, 16, 31, 1
265, 15, 31, 2
266, 15, 32, 2
267, 15, 33, 2
268, 15, 34, 2
269, 15, 35, 1
270, 15, 35, 1
271, 15, 35, 1
272, 14, 35, 1
273, 13, 35, 2
274, 13, 36, 2
275, 13, 37, 1
276, 13, 37, 1
277, 13, 37, 1
278, 12, 37, 1
279, 11, 37, 1
280, 10, 37, 1
281, 9, 37, 1
282, 8, 37, 1
283, 7, 37, 1
284, 6, 37, 1
285, 5, 37, 1
286, 4, 37, 1
287, 3, 37, 0
288, 3, 36, 0
289, 3, 35, 0
290, 3, 34, 0
291, 3, 33, 1
292, 2, 33, 1
293, 1, 33, 2
294, 1, 34, 2
295, 1, 35, 2
296, 1, 36, 2
297, 1, 37, 2
298, 1, 38, 2
299, 1, 39, 3
300, 2, 39, 3
301, 2, 39, 3
302, 3, 39, 2
303, 3, 40, 2
304, 3, 41, 2
305, 3, 42, 2
306, 3, 43, 1
307, 2, 43, 1
308, 1, 43, 2
309, 1, 44, 2
310, 1, 45, 3
311, 2, 45, 3
312, 3, 45, 3
313, 4, 45, 3
314, 5, 45, 0
315, 5, 44, 0
316, 5, 43, 3
317, 6, 43, 3
318, 7, 43, 3
319, 8, 43, 3
320, 9, 43, 0
321, 9, 42, 0
322, 9, 41, 1
323, 8, 41, 1
324, 7, 41, 1
325, 6, 41, 1
326, 6, 41, 1
327, 6, 41, 1
328, 5, 41, 0
329, 5, 40, 0
330, 5, 39, 3
331, 6, 39, 3
332, 7, 39, 3
333, 8, 39, 3
334, 9, 39, 3
335, 10, 39, 3
336, 11, 39, 3
337, 12, 39, 3
338, 13, 39, 3
339, 14, 39, 3
340, 15, 39, 0
341, 15, 38, 0
342, 15, 37, 3
343, 15, 37, 3
344, 16, 37, 3
345, 17, 37, 3
346, 18, 37, 3
347, 19, 37, 2
348, 19, 38, 2
349, 19, 39, 3
350, 20, 39, 3
351, 21, 39, 3
352, 22, 39, 3
353, 23, 39, 3
354, 24, 39, 3
355, 25, 39, 3
356, 26, 39, 3
357, 27, 39, 3
358, 28, 39, 3
359, 28, 39, 3
360, 29, 39, 2
361, 29, 39, 2
362, 29, 40, 2
363, 29, 41, 1
364, 28, 41, 1
365, 27, 41, 1
366, 26, 41, 1
367, 25, 41, 1
368, 24, 41, 1
369, 23, 41, 2
370, 23, 42, 2
371, 23, 43, 2
372, 23, 44, 2
373, 23, 45, 3
374, 24, 45, 3
375, 25, 45, 3
376, 26, 45, 3
377, 27, 45, 3
378, 28, 45, 3
379, 29, 45, 2
380, 29, 46, 2
381, 29, 47, 2
382, 29, 48, 2
383, 29, 49, 3
384, 30, 49, 3
385, 30, 49, 3
386, 31, 49, 0
387, 31, 48, 0
388, 31, 47, 3
389, 32, 47, 3
390, 33, 47, 2
391, 33, 48, 2
392, 33, 49, 3
393, 33, 49, 3
394, 34, 49, 3
395, 35, 49, 0
396, 35, 48, 0
397, 35, 47, 0
398, 35, 46, 0
399, 35, 45, 0
400, 35, 45, 0
401, 35, 45, 0
402, 35, 44, 0
403, 35, 43, 1
404, 34, 43, 1
405, 33, 43, 0
406, 33, 42, 0
407, 33, 41, 0
408, 33, 40, 0
409, 33, 39, 3
410, 34, 39, 3
411, 35, 39, 3
412, 36, 39, 3
413, 37, 39, 2
414, 37, 40, 2
415, 37, 40, 2
416, 37, 41, 2
417, 37, 42, 2
418, 37, 43, 2
419, 37, 44, 2
420, 37, 45, 3
421, 38, 45, 3
422, 39, 45, 2
423, 39, 46, 2
424, 39, 47, 2
425, 39, 48, 2
426, 39, 49, 3
427, 40, 49, 3
428, 41, 49, 2
